order_id,regime,epsilon,seed,status,saw_submit,completion,score,protocol_max_score,score_ratio,n_subgoals,n_pass_first_check,admissibility,inspect_sum,observed_wall_time_s,wall_time_s,wall_time_policy,candidate_count,source_summary,run_dir
faulty_part1,faulty_part,0.0,0,submitted,1,0,4.0,9.0,0.4444444444444444,2,1,0.5,3,286.0,286.0,observed,1,internal://competition_tutorials/experiment_results/verifier_ablation_runs/vbinary_faulty_smoke_after_recharge_20260719_103240/v_binary/summary.csv,internal://competition_tutorials/experiment_results/verifier_ablation_runs/vbinary_faulty_smoke_after_recharge_20260719_103240/v_binary/gpt-5p2-2025-12-11_faulty_part1_eps_0p0_seed_0
faulty_part2,faulty_part,0.0,0,submitted,1,0,4.0,13.0,0.3076923076923077,3,2,0.6666666666666666,4,349.0,349.0,observed,1,internal://competition_tutorials/experiment_results/verifier_ablation_runs/vbinary_valid_rerun_107_20260719_104357/faulty_part2/v_binary/summary.csv,internal://competition_tutorials/experiment_results/verifier_ablation_runs/vbinary_valid_rerun_107_20260719_104357/faulty_part2/v_binary/gpt-5p2-2025-12-11_faulty_part2_eps_0p0_seed_0
faulty_part3,faulty_part,0.0,0,submitted,1,0,4.0,17.0,0.23529411764705882,4,1,0.25,4,327.0,327.0,observed,1,internal://competition_tutorials/experiment_results/verifier_ablation_runs/vbinary_valid_rerun_107_20260719_104357/faulty_part3/v_binary/summary.csv,internal://competition_tutorials/experiment_results/verifier_ablation_runs/vbinary_valid_rerun_107_20260719_104357/faulty_part3/v_binary/gpt-5p2-2025-12-11_faulty_part3_eps_0p0_seed_0
faulty_part4,faulty_part,0.0,0,submitted,1,0,4.0,17.0,0.23529411764705882,4,0,0.0,4,309.0,309.0,observed,1,internal://competition_tutorials/experiment_results/verifier_ablation_runs/vbinary_valid_rerun_107_20260719_104357/faulty_part4/v_binary/summary.csv,internal://competition_tutorials/experiment_results/verifier_ablation_runs/vbinary_valid_rerun_107_20260719_104357/faulty_part4/v_binary/gpt-5p2-2025-12-11_faulty_part4_eps_0p0_seed_0
faulty_part5,faulty_part,0.0,0,submitted,1,0,10.0,17.0,0.5882352941176471,4,2,0.5,3,343.0,343.0,observed,1,internal://competition_tutorials/experiment_results/verifier_ablation_runs/vbinary_valid_rerun_107_20260719_104357/faulty_part5/v_binary/summary.csv,internal://competition_tutorials/experiment_results/verifier_ablation_runs/vbinary_valid_rerun_107_20260719_104357/faulty_part5/v_binary/gpt-5p2-2025-12-11_faulty_part5_eps_0p0_seed_0
faulty_part6,faulty_part,0.0,0,submitted,1,0,4.0,17.0,0.23529411764705882,4,1,0.25,2,293.0,293.0,observed,1,internal://competition_tutorials/experiment_results/verifier_ablation_runs/vbinary_valid_rerun_107_20260719_104357/faulty_part6/v_binary/summary.csv,internal://competition_tutorials/experiment_results/verifier_ablation_runs/vbinary_valid_rerun_107_20260719_104357/faulty_part6/v_binary/gpt-5p2-2025-12-11_faulty_part6_eps_0p0_seed_0
faulty_part7,faulty_part,0.0,0,timeout,0,0,0.0,9.0,0.0,2,0,0.0,62,920.0,900.0,timeout_cap,1,internal://competition_tutorials/experiment_results/verifier_ablation_runs/vbinary_valid_rerun_107_20260719_104357/faulty_part7/v_binary/summary.csv,internal://competition_tutorials/experiment_results/verifier_ablation_runs/vbinary_valid_rerun_107_20260719_104357/faulty_part7/v_binary/gpt-5p2-2025-12-11_faulty_part7_eps_0p0_seed_0
faulty_part8,faulty_part,0.0,0,submitted,1,0,4.0,9.0,0.4444444444444444,2,1,0.5,3,272.0,272.0,observed,1,internal://competition_tutorials/experiment_results/verifier_ablation_runs/vbinary_valid_rerun_107_20260719_104357/faulty_part8/v_binary/summary.csv,internal://competition_tutorials/experiment_results/verifier_ablation_runs/vbinary_valid_rerun_107_20260719_104357/faulty_part8/v_binary/gpt-5p2-2025-12-11_faulty_part8_eps_0p0_seed_0
faulty_part9,faulty_part,0.0,0,timeout,1,0,5.0,10.0,0.5,2,0,0.0,2,918.0,900.0,timeout_cap,1,internal://competition_tutorials/experiment_results/verifier_ablation_runs/vbinary_valid_rerun_107_20260719_104357/faulty_part9/v_binary/summary.csv,internal://competition_tutorials/experiment_results/verifier_ablation_runs/vbinary_valid_rerun_107_20260719_104357/faulty_part9/v_binary/gpt-5p2-2025-12-11_faulty_part9_eps_0p0_seed_0
faulty_part10,faulty_part,0.0,0,timeout,1,0,9.0,14.0,0.6428571428571429,3,1,0.3333333333333333,4,911.0,900.0,timeout_cap,1,internal://competition_tutorials/experiment_results/verifier_ablation_runs/vbinary_valid_rerun_107_20260719_104357/faulty_part10/v_binary/summary.csv,internal://competition_tutorials/experiment_results/verifier_ablation_runs/vbinary_valid_rerun_107_20260719_104357/faulty_part10/v_binary/gpt-5p2-2025-12-11_faulty_part10_eps_0p0_seed_0
mix_challenges1,mix_challenges,0.0,0,timeout,0,0,0.0,13.0,0.0,3,0,0.0,76,918.0,900.0,timeout_cap,1,internal://competition_tutorials/experiment_results/verifier_ablation_runs/vbinary_valid_rerun_107_20260719_104357/mix_challenges1/v_binary/summary.csv,internal://competition_tutorials/experiment_results/verifier_ablation_runs/vbinary_valid_rerun_107_20260719_104357/mix_challenges1/v_binary/gpt-5p2-2025-12-11_mix_challenges1_eps_0p0_seed_0
mix_challenges2,mix_challenges,0.0,0,submitted,1,0,1.0,13.0,0.07692307692307693,3,2,0.6666666666666666,13,473.0,473.0,observed,1,internal://competition_tutorials/experiment_results/verifier_ablation_runs/vbinary_valid_rerun_107_20260719_104357/mix_challenges2/v_binary/summary.csv,internal://competition_tutorials/experiment_results/verifier_ablation_runs/vbinary_valid_rerun_107_20260719_104357/mix_challenges2/v_binary/gpt-5p2-2025-12-11_mix_challenges2_eps_0p0_seed_0
mix_challenges3,mix_challenges,0.0,0,submitted,1,0,1.0,13.0,0.07692307692307693,3,2,0.6666666666666666,14,487.0,487.0,observed,1,internal://competition_tutorials/experiment_results/verifier_ablation_runs/vbinary_valid_rerun_107_20260719_104357/mix_challenges3/v_binary/summary.csv,internal://competition_tutorials/experiment_results/verifier_ablation_runs/vbinary_valid_rerun_107_20260719_104357/mix_challenges3/v_binary/gpt-5p2-2025-12-11_mix_challenges3_eps_0p0_seed_0
mix_challenges4,mix_challenges,0.0,0,submitted,1,0,1.0,13.0,0.07692307692307693,3,2,0.6666666666666666,6,284.0,284.0,observed,1,internal://competition_tutorials/experiment_results/verifier_ablation_runs/vbinary_valid_rerun_107_20260719_104357/mix_challenges4/v_binary/summary.csv,internal://competition_tutorials/experiment_results/verifier_ablation_runs/vbinary_valid_rerun_107_20260719_104357/mix_challenges4/v_binary/gpt-5p2-2025-12-11_mix_challenges4_eps_0p0_seed_0
mix_challenges5,mix_challenges,0.0,0,submitted,1,0,4.0,13.0,0.3076923076923077,3,0,0.0,8,345.0,345.0,observed,1,internal://competition_tutorials/experiment_results/verifier_ablation_runs/vbinary_valid_rerun_107_20260719_104357/mix_challenges5/v_binary/summary.csv,internal://competition_tutorials/experiment_results/verifier_ablation_runs/vbinary_valid_rerun_107_20260719_104357/mix_challenges5/v_binary/gpt-5p2-2025-12-11_mix_challenges5_eps_0p0_seed_0
mix_challenges6,mix_challenges,0.0,0,timeout,0,0,0.0,13.0,0.0,3,1,0.3333333333333333,92,915.0,900.0,timeout_cap,1,internal://competition_tutorials/experiment_results/verifier_ablation_runs/vbinary_valid_rerun_107_20260719_104357/mix_challenges6/v_binary/summary.csv,internal://competition_tutorials/experiment_results/verifier_ablation_runs/vbinary_valid_rerun_107_20260719_104357/mix_challenges6/v_binary/gpt-5p2-2025-12-11_mix_challenges6_eps_0p0_seed_0
mix_challenges7,mix_challenges,0.0,0,timeout,1,0,1.0,14.0,0.07142857142857142,3,0,0.0,4,911.0,900.0,timeout_cap,1,internal://competition_tutorials/experiment_results/verifier_ablation_runs/vbinary_valid_rerun_107_20260719_104357/mix_challenges7/v_binary/summary.csv,internal://competition_tutorials/experiment_results/verifier_ablation_runs/vbinary_valid_rerun_107_20260719_104357/mix_challenges7/v_binary/gpt-5p2-2025-12-11_mix_challenges7_eps_0p0_seed_0
mix_challenges8,mix_challenges,0.0,0,timeout,1,0,1.0,22.0,0.045454545454545456,5,2,0.4,5,910.0,900.0,timeout_cap,2,internal://competition_tutorials/experiment_results/verifier_ablation_runs/vbinary_rerun5_20260720_075731/m8_e00/v_binary/summary.csv,internal://competition_tutorials/experiment_results/verifier_ablation_runs/vbinary_rerun5_20260720_075731/m8_e00/v_binary/gpt-5p2-2025-12-11_mix_challenges8_eps_0p0_seed_0
mix_challenges9,mix_challenges,0.0,0,timeout,0,0,0.0,18.0,0.0,4,1,0.25,72,918.0,900.0,timeout_cap,1,internal://competition_tutorials/experiment_results/verifier_ablation_runs/vbinary_valid_rerun_107_20260719_104357/mix_challenges9/v_binary/summary.csv,internal://competition_tutorials/experiment_results/verifier_ablation_runs/vbinary_valid_rerun_107_20260719_104357/mix_challenges9/v_binary/gpt-5p2-2025-12-11_mix_challenges9_eps_0p0_seed_0
mix_challenges10,mix_challenges,0.0,0,timeout,1,0,1.0,14.0,0.07142857142857142,3,0,0.0,5,910.0,900.0,timeout_cap,1,internal://competition_tutorials/experiment_results/verifier_ablation_runs/vbinary_valid_rerun_107_20260719_104357/mix_challenges10/v_binary/summary.csv,internal://competition_tutorials/experiment_results/verifier_ablation_runs/vbinary_valid_rerun_107_20260719_104357/mix_challenges10/v_binary/gpt-5p2-2025-12-11_mix_challenges10_eps_0p0_seed_0
dropped_part1,dropped_part,0.25,0,submitted,1,0,7.0,13.0,0.5384615384615384,3,1,0.3333333333333333,4,343.0,343.0,observed,1,internal://competition_tutorials/experiment_results/verifier_ablation_runs/vbinary_strict_150_20260718_165341/v_binary/summary.csv,internal://competition_tutorials/experiment_results/verifier_ablation_runs/vbinary_strict_150_20260718_165341/v_binary/gpt-5p2-2025-12-11_dropped_part1_eps_0p25_seed_0
dropped_part2,dropped_part,0.25,0,submitted,1,1,9.0,9.0,1.0,2,0,0.0,55,870.0,870.0,observed,1,internal://competition_tutorials/experiment_results/verifier_ablation_runs/vbinary_strict_150_20260718_165341/v_binary/summary.csv,internal://competition_tutorials/experiment_results/verifier_ablation_runs/vbinary_strict_150_20260718_165341/v_binary/gpt-5p2-2025-12-11_dropped_part2_eps_0p25_seed_0
dropped_part3,dropped_part,0.25,0,submitted,1,0,1.0,17.0,0.058823529411764705,4,2,0.5,1,209.0,209.0,observed,1,internal://competition_tutorials/experiment_results/verifier_ablation_runs/vbinary_strict_150_20260718_165341/v_binary/summary.csv,internal://competition_tutorials/experiment_results/verifier_ablation_runs/vbinary_strict_150_20260718_165341/v_binary/gpt-5p2-2025-12-11_dropped_part3_eps_0p25_seed_0
dropped_part4,dropped_part,0.25,0,submitted,1,0,1.0,17.0,0.058823529411764705,4,0,0.0,1,265.0,265.0,observed,1,internal://competition_tutorials/experiment_results/verifier_ablation_runs/vbinary_strict_150_20260718_165341/v_binary/summary.csv,internal://competition_tutorials/experiment_results/verifier_ablation_runs/vbinary_strict_150_20260718_165341/v_binary/gpt-5p2-2025-12-11_dropped_part4_eps_0p25_seed_0
dropped_part5,dropped_part,0.25,0,submitted,1,0,1.0,17.0,0.058823529411764705,4,1,0.25,2,319.0,319.0,observed,1,internal://competition_tutorials/experiment_results/verifier_ablation_runs/vbinary_strict_resume_133_20260718_193913/batch_b/v_binary/summary.csv,internal://competition_tutorials/experiment_results/verifier_ablation_runs/vbinary_strict_resume_133_20260718_193913/batch_b/v_binary/gpt-5p2-2025-12-11_dropped_part5_eps_0p25_seed_0
dropped_part6,dropped_part,0.25,0,submitted,1,0,7.0,13.0,0.5384615384615384,3,0,0.0,3,370.0,370.0,observed,1,internal://competition_tutorials/experiment_results/verifier_ablation_runs/vbinary_strict_resume_127_20260718_205933/batch_d/v_binary/summary.csv,internal://competition_tutorials/experiment_results/verifier_ablation_runs/vbinary_strict_resume_127_20260718_205933/batch_d/v_binary/gpt-5p2-2025-12-11_dropped_part6_eps_0p25_seed_0
dropped_part7,dropped_part,0.25,0,submitted,1,0,0.0,9.0,0.0,2,1,0.5,10,558.0,558.0,observed,1,internal://competition_tutorials/experiment_results/verifier_ablation_runs/vbinary_strict_resume_127_20260718_205933/batch_d/v_binary/summary.csv,internal://competition_tutorials/experiment_results/verifier_ablation_runs/vbinary_strict_resume_127_20260718_205933/batch_d/v_binary/gpt-5p2-2025-12-11_dropped_part7_eps_0p25_seed_0
dropped_part8,dropped_part,0.25,0,submitted,1,0,4.0,13.0,0.3076923076923077,3,0,0.0,4,308.0,308.0,observed,1,internal://competition_tutorials/experiment_results/verifier_ablation_runs/vbinary_strict_resume_127_20260718_205933/batch_d/v_binary/summary.csv,internal://competition_tutorials/experiment_results/verifier_ablation_runs/vbinary_strict_resume_127_20260718_205933/batch_d/v_binary/gpt-5p2-2025-12-11_dropped_part8_eps_0p25_seed_0
dropped_part9,dropped_part,0.25,0,timeout,1,0,7.0,34.0,0.20588235294117646,8,2,0.25,38,909.0,900.0,timeout_cap,1,internal://competition_tutorials/experiment_results/verifier_ablation_runs/vbinary_strict_resume_127_20260718_205933/batch_d/v_binary/summary.csv,internal://competition_tutorials/experiment_results/verifier_ablation_runs/vbinary_strict_resume_127_20260718_205933/batch_d/v_binary/gpt-5p2-2025-12-11_dropped_part9_eps_0p25_seed_0
dropped_part10,dropped_part,0.25,0,timeout,1,0,1.0,22.0,0.045454545454545456,5,1,0.2,33,911.0,900.0,timeout_cap,1,internal://competition_tutorials/experiment_results/verifier_ablation_runs/vbinary_valid_rerun_107_20260719_104357/dropped_part10_all/v_binary/summary.csv,internal://competition_tutorials/experiment_results/verifier_ablation_runs/vbinary_valid_rerun_107_20260719_104357/dropped_part10_all/v_binary/gpt-5p2-2025-12-11_dropped_part10_eps_0p25_seed_0
faulty_part1,faulty_part,0.25,0,submitted,1,0,4.0,9.0,0.4444444444444444,2,0,0.0,5,357.0,357.0,observed,1,internal://competition_tutorials/experiment_results/verifier_ablation_runs/vbinary_valid_rerun_107_20260719_104357/faulty_part1_remaining/v_binary/summary.csv,internal://competition_tutorials/experiment_results/verifier_ablation_runs/vbinary_valid_rerun_107_20260719_104357/faulty_part1_remaining/v_binary/gpt-5p2-2025-12-11_faulty_part1_eps_0p25_seed_0
faulty_part2,faulty_part,0.25,0,submitted,1,0,1.0,13.0,0.07692307692307693,3,1,0.3333333333333333,6,369.0,369.0,observed,1,internal://competition_tutorials/experiment_results/verifier_ablation_runs/vbinary_valid_rerun_107_20260719_104357/faulty_part2/v_binary/summary.csv,internal://competition_tutorials/experiment_results/verifier_ablation_runs/vbinary_valid_rerun_107_20260719_104357/faulty_part2/v_binary/gpt-5p2-2025-12-11_faulty_part2_eps_0p25_seed_0
faulty_part3,faulty_part,0.25,0,timeout,0,0,0.0,17.0,0.0,4,0,0.0,71,916.0,900.0,timeout_cap,1,internal://competition_tutorials/experiment_results/verifier_ablation_runs/vbinary_valid_rerun_107_20260719_104357/faulty_part3/v_binary/summary.csv,internal://competition_tutorials/experiment_results/verifier_ablation_runs/vbinary_valid_rerun_107_20260719_104357/faulty_part3/v_binary/gpt-5p2-2025-12-11_faulty_part3_eps_0p25_seed_0
faulty_part4,faulty_part,0.25,0,timeout,0,0,0.0,17.0,0.0,4,0,0.0,57,914.0,900.0,timeout_cap,1,internal://competition_tutorials/experiment_results/verifier_ablation_runs/vbinary_valid_rerun_107_20260719_104357/faulty_part4/v_binary/summary.csv,internal://competition_tutorials/experiment_results/verifier_ablation_runs/vbinary_valid_rerun_107_20260719_104357/faulty_part4/v_binary/gpt-5p2-2025-12-11_faulty_part4_eps_0p25_seed_0
faulty_part5,faulty_part,0.25,0,timeout,0,0,0.0,17.0,0.0,4,2,0.5,47,918.0,900.0,timeout_cap,1,internal://competition_tutorials/experiment_results/verifier_ablation_runs/vbinary_valid_rerun_107_20260719_104357/faulty_part5/v_binary/summary.csv,internal://competition_tutorials/experiment_results/verifier_ablation_runs/vbinary_valid_rerun_107_20260719_104357/faulty_part5/v_binary/gpt-5p2-2025-12-11_faulty_part5_eps_0p25_seed_0
faulty_part6,faulty_part,0.25,0,submitted,1,0,10.0,17.0,0.5882352941176471,4,0,0.0,2,313.0,313.0,observed,1,internal://competition_tutorials/experiment_results/verifier_ablation_runs/vbinary_valid_rerun_107_20260719_104357/faulty_part6/v_binary/summary.csv,internal://competition_tutorials/experiment_results/verifier_ablation_runs/vbinary_valid_rerun_107_20260719_104357/faulty_part6/v_binary/gpt-5p2-2025-12-11_faulty_part6_eps_0p25_seed_0
faulty_part7,faulty_part,0.25,0,submitted,1,0,1.0,9.0,0.1111111111111111,2,0,0.0,7,395.0,395.0,observed,1,internal://competition_tutorials/experiment_results/verifier_ablation_runs/vbinary_valid_rerun_107_20260719_104357/faulty_part7/v_binary/summary.csv,internal://competition_tutorials/experiment_results/verifier_ablation_runs/vbinary_valid_rerun_107_20260719_104357/faulty_part7/v_binary/gpt-5p2-2025-12-11_faulty_part7_eps_0p25_seed_0
faulty_part8,faulty_part,0.25,0,submitted,1,0,4.0,9.0,0.4444444444444444,2,1,0.5,10,322.0,322.0,observed,1,internal://competition_tutorials/experiment_results/verifier_ablation_runs/vbinary_valid_rerun_107_20260719_104357/faulty_part8/v_binary/summary.csv,internal://competition_tutorials/experiment_results/verifier_ablation_runs/vbinary_valid_rerun_107_20260719_104357/faulty_part8/v_binary/gpt-5p2-2025-12-11_faulty_part8_eps_0p25_seed_0
faulty_part9,faulty_part,0.25,0,timeout,1,0,5.0,10.0,0.5,2,0,0.0,5,909.0,900.0,timeout_cap,1,internal://competition_tutorials/experiment_results/verifier_ablation_runs/vbinary_valid_rerun_107_20260719_104357/faulty_part9/v_binary/summary.csv,internal://competition_tutorials/experiment_results/verifier_ablation_runs/vbinary_valid_rerun_107_20260719_104357/faulty_part9/v_binary/gpt-5p2-2025-12-11_faulty_part9_eps_0p25_seed_0
faulty_part10,faulty_part,0.25,0,submitted,1,0,10.0,14.0,0.7142857142857143,3,0,0.0,2,336.0,336.0,observed,1,internal://competition_tutorials/experiment_results/verifier_ablation_runs/vbinary_valid_rerun_107_20260719_104357/faulty_part10/v_binary/summary.csv,internal://competition_tutorials/experiment_results/verifier_ablation_runs/vbinary_valid_rerun_107_20260719_104357/faulty_part10/v_binary/gpt-5p2-2025-12-11_faulty_part10_eps_0p25_seed_0
mix_challenges1,mix_challenges,0.25,0,timeout,0,0,0.0,13.0,0.0,3,0,0.0,83,917.0,900.0,timeout_cap,1,internal://competition_tutorials/experiment_results/verifier_ablation_runs/vbinary_valid_rerun_107_20260719_104357/mix_challenges1/v_binary/summary.csv,internal://competition_tutorials/experiment_results/verifier_ablation_runs/vbinary_valid_rerun_107_20260719_104357/mix_challenges1/v_binary/gpt-5p2-2025-12-11_mix_challenges1_eps_0p25_seed_0
mix_challenges2,mix_challenges,0.25,0,submitted,1,0,7.0,13.0,0.5384615384615384,3,1,0.3333333333333333,15,545.0,545.0,observed,1,internal://competition_tutorials/experiment_results/verifier_ablation_runs/vbinary_valid_rerun_107_20260719_104357/mix_challenges2/v_binary/summary.csv,internal://competition_tutorials/experiment_results/verifier_ablation_runs/vbinary_valid_rerun_107_20260719_104357/mix_challenges2/v_binary/gpt-5p2-2025-12-11_mix_challenges2_eps_0p25_seed_0
mix_challenges3,mix_challenges,0.25,0,submitted,1,0,1.0,13.0,0.07692307692307693,3,1,0.3333333333333333,25,637.0,637.0,observed,1,internal://competition_tutorials/experiment_results/verifier_ablation_runs/vbinary_valid_rerun_107_20260719_104357/mix_challenges3/v_binary/summary.csv,internal://competition_tutorials/experiment_results/verifier_ablation_runs/vbinary_valid_rerun_107_20260719_104357/mix_challenges3/v_binary/gpt-5p2-2025-12-11_mix_challenges3_eps_0p25_seed_0
mix_challenges4,mix_challenges,0.25,0,submitted,1,0,1.0,13.0,0.07692307692307693,3,1,0.3333333333333333,5,249.0,249.0,observed,1,internal://competition_tutorials/experiment_results/verifier_ablation_runs/vbinary_valid_rerun_107_20260719_104357/mix_challenges4/v_binary/summary.csv,internal://competition_tutorials/experiment_results/verifier_ablation_runs/vbinary_valid_rerun_107_20260719_104357/mix_challenges4/v_binary/gpt-5p2-2025-12-11_mix_challenges4_eps_0p25_seed_0
mix_challenges5,mix_challenges,0.25,0,submitted,1,0,1.0,13.0,0.07692307692307693,3,0,0.0,1,227.0,227.0,observed,1,internal://competition_tutorials/experiment_results/verifier_ablation_runs/vbinary_valid_rerun_107_20260719_104357/mix_challenges5/v_binary/summary.csv,internal://competition_tutorials/experiment_results/verifier_ablation_runs/vbinary_valid_rerun_107_20260719_104357/mix_challenges5/v_binary/gpt-5p2-2025-12-11_mix_challenges5_eps_0p25_seed_0
mix_challenges6,mix_challenges,0.25,0,timeout,0,0,0.0,13.0,0.0,3,0,0.0,90,913.0,900.0,timeout_cap,1,internal://competition_tutorials/experiment_results/verifier_ablation_runs/vbinary_valid_rerun_107_20260719_104357/mix_challenges6/v_binary/summary.csv,internal://competition_tutorials/experiment_results/verifier_ablation_runs/vbinary_valid_rerun_107_20260719_104357/mix_challenges6/v_binary/gpt-5p2-2025-12-11_mix_challenges6_eps_0p25_seed_0
mix_challenges7,mix_challenges,0.25,0,timeout,1,0,1.0,14.0,0.07142857142857142,3,0,0.0,6,911.0,900.0,timeout_cap,1,internal://competition_tutorials/experiment_results/verifier_ablation_runs/vbinary_valid_rerun_107_20260719_104357/mix_challenges7/v_binary/summary.csv,internal://competition_tutorials/experiment_results/verifier_ablation_runs/vbinary_valid_rerun_107_20260719_104357/mix_challenges7/v_binary/gpt-5p2-2025-12-11_mix_challenges7_eps_0p25_seed_0
mix_challenges8,mix_challenges,0.25,0,timeout,1,0,1.0,22.0,0.045454545454545456,5,1,0.2,4,911.0,900.0,timeout_cap,1,internal://competition_tutorials/experiment_results/verifier_ablation_runs/vbinary_valid_rerun_107_20260719_104357/mix_challenges8/v_binary/summary.csv,internal://competition_tutorials/experiment_results/verifier_ablation_runs/vbinary_valid_rerun_107_20260719_104357/mix_challenges8/v_binary/gpt-5p2-2025-12-11_mix_challenges8_eps_0p25_seed_0
mix_challenges9,mix_challenges,0.25,0,timeout,1,0,1.0,18.0,0.05555555555555555,4,1,0.25,3,911.0,900.0,timeout_cap,1,internal://competition_tutorials/experiment_results/verifier_ablation_runs/vbinary_valid_rerun_107_20260719_104357/mix_challenges9/v_binary/summary.csv,internal://competition_tutorials/experiment_results/verifier_ablation_runs/vbinary_valid_rerun_107_20260719_104357/mix_challenges9/v_binary/gpt-5p2-2025-12-11_mix_challenges9_eps_0p25_seed_0
mix_challenges10,mix_challenges,0.25,0,timeout,1,0,4.0,14.0,0.2857142857142857,3,1,0.3333333333333333,3,910.0,900.0,timeout_cap,1,internal://competition_tutorials/experiment_results/verifier_ablation_runs/vbinary_valid_rerun_107_20260719_104357/mix_challenges10/v_binary/summary.csv,internal://competition_tutorials/experiment_results/verifier_ablation_runs/vbinary_valid_rerun_107_20260719_104357/mix_challenges10/v_binary/gpt-5p2-2025-12-11_mix_challenges10_eps_0p25_seed_0
